Idx	Dataset	StartIdx	EndIdx	NumPts	X	Y	Z
295	2015-02-03-08-45-10	1422953850147604	1422953873507456	48924	284.027676	538.990531	8.524082
296	2015-02-03-08-45-10	1422953852515792	1422953877637008	53172	276.383239	537.019016	8.553689
297	2015-02-03-08-45-10	1422953855806323	1422953881285628	59791	268.766042	537.541247	8.692793
298	2015-02-03-08-45-10	1422953860856277	1422953883450231	59834	260.935370	538.944124	8.886312
299	2015-02-03-08-45-10	1422953866682677	1422953884872946	58273	252.016086	541.573576	8.999821
300	2015-02-03-08-45-10	1422953870344148	1422953885794643	55222	245.737772	545.279264	9.122853
301	2015-02-03-08-45-10	1422953873527524	1422953886575298	49624	240.272056	550.996293	9.256432
302	2015-02-03-08-45-10	1422953876333196	1422953888317471	50633	234.175161	560.294099	9.459398
303	2015-02-03-08-45-10	1422953878579205	1422953890421075	48542	228.009947	569.557203	9.683927
304	2015-02-03-08-45-10	1422953880523710	1422953892566114	45828	221.855944	577.717744	9.827316
305	2015-02-03-08-45-10	1422953882408121	1422953894668824	42639	215.508205	585.123287	9.955684
306	2015-02-03-08-45-10	1422953884312229	1422953896650989	41196	208.960536	592.037592	10.050028
307	2015-02-03-08-45-10	1422953886295014	1422953898457069	40304	202.200915	598.356011	10.043606
308	2015-02-03-08-45-10	1422953888357479	1422953900281788	39239	194.659435	604.831970	9.908587
309	2015-02-03-08-45-10	1422953890441080	1422953902226411	38519	186.548420	611.367770	9.696643
310	2015-02-03-08-45-10	1422953892526008	1422953904834427	38877	177.397356	618.721631	9.508407
311	2015-02-03-08-45-10	1422953894608750	1422954162785004	38084	165.061993	629.224934	9.212929
312	2015-02-03-08-45-10	1422953896610820	1422954173568381	40844	154.862255	638.967968	8.508885
313	2015-02-03-08-45-10	1422953898437042	1422954176984887	45288	151.343223	643.130049	8.204952
314	2015-02-03-08-45-10	1422953900281788	1422954179578877	48892	148.546595	647.093159	7.939383
315	2015-02-03-08-45-10	1422953902246490	1422954181907560	47074	146.110337	651.158623	7.664623
316	2015-02-03-08-45-10	1422953904894630	1422954184659100	43705	143.455754	656.554238	7.250254
317	2015-02-03-08-45-10	1422954162684674	1422954190325305	41721	138.992485	667.318588	6.474807
318	2015-02-03-08-45-10	1422954173387755	1422954196281319	54084	135.622615	685.869379	5.570452
319	2015-02-03-08-45-10	1422954176401619	1422954200179883	60824	138.354702	694.575008	5.281145
320	2015-02-03-08-45-10	1422954178955843	1422954202067098	62578	141.011972	699.888586	5.148313
321	2015-02-03-08-45-10	1422954181486118	1422954203069076	60676	143.393894	703.770910	5.084809
322	2015-02-03-08-45-10	1422954184196374	1422954203870809	57385	146.665960	707.277531	5.073615
323	2015-02-03-08-45-10	1422954189823000	1422954204512696	56148	154.449159	712.190586	5.023202
324	2015-02-03-08-45-10	1422954193725407	1422954206237137	59235	165.617385	716.695232	4.888133
325	2015-02-03-08-45-10	1422954196180788	1422954208260512	62248	175.540133	720.494082	4.800436
326	2015-02-03-08-45-10	1422954198291264	1422954210284343	62972	185.124194	724.045528	4.671875
327	2015-02-03-08-45-10	1422954200280242	1422954212270482	60657	194.447325	727.682589	4.597118
328	2015-02-03-08-45-10	1422954202247708	1422954214454490	59884	204.192718	731.287171	4.468416
329	2015-02-03-08-45-10	1422954204271930	1422954217564508	59373	215.356609	735.438900	4.268051
330	2015-02-03-08-45-10	1422954206277208	1422954229688682	55570	229.230207	743.012919	3.795484
331	2015-02-03-08-45-10	1422954208300514	1422954239036586	73983	230.872576	754.962717	3.475779
332	2015-02-03-08-45-10	1422954210304374	1422954239860459	68521	231.828347	758.146836	3.403827
333	2015-02-03-08-45-10	1422954212310615	1422954240201601	58966	232.657086	760.639824	3.304159
334	2015-02-03-08-45-10	1422954214514502	1422954240261779	49743	233.119213	763.043875	3.225636
335	2015-02-03-08-45-10	1422954217664754	1422954240101287	45457	232.659129	766.252236	3.116142
336	2015-02-03-08-45-10	1422954228764685	1422954240442260	50021	225.092119	775.546240	3.067633
337	2015-02-03-08-45-10	1422954232236984	1422954241827764	54337	215.273081	784.059549	3.093542
338	2015-02-03-08-45-10	1422954234159938	1422954243295131	56128	207.428849	791.283114	3.145851
339	2015-02-03-08-45-10	1422954235783629	1422954244760976	57383	200.271360	798.037835	3.149437
340	2015-02-03-08-45-10	1422954237309429	1422954246169376	55704	193.353708	804.828419	3.126014
341	2015-02-03-08-45-10	1422954238835880	1422954247575155	52396	186.630321	811.916895	3.015607
342	2015-02-03-08-45-10	1422954240341989	1422954248942753	48188	179.650853	819.603266	2.959525
343	2015-02-03-08-45-10	1422954241868022	1422954250349006	45830	172.890898	827.183206	2.776276
344	2015-02-03-08-45-10	1422954243335231	1422954251713280	40730	166.230991	834.921227	2.592952
345	2015-02-03-08-45-10	1422954244781085	1422954253098607	40595	159.596172	842.878045	2.465897
346	2015-02-03-08-45-10	1422954246209588	1422954254503762	41896	152.922585	851.387291	2.469357
347	2015-02-03-08-45-10	1422954247615356	1422954255905403	44115	146.667001	859.385212	2.523985
348	2015-02-03-08-45-10	1422954249003048	1422954257287788	43413	140.287595	867.805908	2.561119
349	2015-02-03-08-45-10	1422954250389141	1422954258671444	46115	134.683795	875.990866	2.695359
350	2015-02-03-08-45-10	1422954251773513	1422954260175443	48791	129.158683	884.233288	2.809760
351	2015-02-03-08-45-10	1422954253158831	1422954261779431	49729	123.973345	892.740880	2.898324
352	2015-02-03-08-45-10	1422954254563804	1422954263824832	48331	118.214188	902.904974	2.959810
353	2015-02-03-08-45-10	1422954255945442	1422954268122596	42379	111.387098	915.904671	2.956799
354	2015-02-03-08-45-10	1422954257327910	1422954323979206	42248	106.021850	927.883057	2.878184
355	2015-02-03-08-45-10	1422954258731534	1422954326747441	47781	103.555070	933.842464	2.807699
356	2015-02-03-08-45-10	1422954260235506	1422954329685267	52901	101.212674	939.913617	2.778138
357	2015-02-03-08-45-10	1422954261859739	1422954332423543	55074	99.111171	945.365007	2.690880
358	2015-02-03-08-45-10	1422954263905109	1422954337276730	53016	94.701172	953.080480	2.478601
359	2015-02-03-08-45-10	1422954268503621	1422954440877469	56482	86.660202	963.592539	2.263574
360	2015-02-03-08-45-10	1422954324059307	1422954442901840	45688	79.785433	972.318417	2.157311
361	2015-02-03-08-45-10	1422954326807707	1422954444502516	44259	75.300797	976.696558	2.115687
362	2015-02-03-08-45-10	1422954329725564	1422954446082126	43110	70.539858	981.098956	2.031717
363	2015-02-03-08-45-10	1422954332463811	1422954447644813	42244	65.898036	985.502690	2.091199
364	2015-02-03-08-45-10	1422954335706493	1422954449067396	43035	61.744038	990.293924	2.251327
365	2015-02-03-08-45-10	1422954439274792	1422954449988491	41697	52.616519	1002.106865	2.625644
366	2015-02-03-08-45-10	1422954441859987	1422954450890252	40946	48.997948	1011.729455	2.755078
367	2015-02-03-08-45-10	1422954443761964	1422954452152802	45170	46.675231	1022.433374	2.793342
368	2015-02-03-08-45-10	1422954445362058	1422954453557053	44475	44.947889	1032.436888	2.864074
369	2015-02-03-08-45-10	1422954446762923	1422954455079050	41898	43.197129	1042.346796	2.857361
370	2015-02-03-08-45-10	1422954448085622	1422954456660881	41631	41.418876	1052.812514	2.841430
371	2015-02-03-08-45-10	1422954449387844	1422954458365555	42851	39.739357	1062.834940	2.866386
372	2015-02-03-08-45-10	1422954450749901	1422954460273346	44439	38.029502	1073.432569	2.867898
373	2015-02-03-08-45-10	1422954452172874	1422954462839266	43822	35.024459	1084.584182	2.925033
374	2015-02-03-08-45-10	1422954453617100	1422954468388825	58308	23.359294	1094.109130	2.658228
375	2015-02-03-08-45-10	1422954455139099	1422954470013469	54909	17.560387	1096.789613	2.611700
376	2015-02-03-08-45-10	1422954456721003	1422954470877182	51909	12.703524	1098.703132	2.535376
377	2015-02-03-08-45-10	1422954458425699	1422954471299537	48869	8.331936	1099.944277	2.428408
378	2015-02-03-08-45-10	1422954460333521	1422954471561222	48131	3.147121	1100.182631	2.291263
379	2015-02-03-08-45-10	1422954462538576	1422954472205523	49544	-4.240104	1098.429633	2.060978
380	2015-02-03-08-45-10	1422954464422391	1422954473533504	47071	-13.578492	1094.953483	1.965415
381	2015-02-03-08-45-10	1422954466165187	1422954474919034	46982	-23.249921	1091.385746	1.938970
382	2015-02-03-08-45-10	1422954467847899	1422954476305198	46226	-33.511814	1087.475608	1.958215
383	2015-02-03-08-45-10	1422954469371172	1422954477712515	46136	-43.270000	1083.646622	1.975952
384	2015-02-03-08-45-10	1422954470796748	1422954479140508	45606	-53.295882	1079.779738	1.998385
385	2015-02-03-08-45-10	1422954472185381	1422954480646817	47411	-63.058854	1076.183373	2.069040
386	2015-02-03-08-45-10	1422954473573651	1422954482256835	49058	-72.742534	1072.503618	2.153722
387	2015-02-03-08-45-10	1422954474959147	1422954483922469	48654	-82.108513	1068.969993	2.204197
388	2015-02-03-08-45-10	1422954476345396	1422954485724543	48392	-91.917209	1065.192627	2.261808
389	2015-02-03-08-45-10	1422954477752796	1422954488048675	50644	-102.349440	1060.761379	2.452272
390	2015-02-03-08-45-10	1422954479200744	1422954494218563	46400	-115.154634	1053.136853	2.630435
391	2015-02-03-08-45-10	1422954480727401	1422954504181817	49311	-122.178460	1038.848970	3.110614
392	2015-02-03-08-45-10	1422954482337286	1422954509302666	59456	-124.676605	1032.645549	3.192417
393	2015-02-03-08-45-10	1422954484002604	1422954511890160	62015	-126.582291	1028.858497	3.190998
394	2015-02-03-08-45-10	1422954485804583	1422954514215612	64624	-128.787040	1024.646093	3.209982
395	2015-02-03-08-45-10	1422954488129090	1422954516609990	61657	-131.336761	1019.957324	3.228542
396	2015-02-03-08-45-10	1422954493795550	1422954519144059	59078	-134.896663	1012.413460	3.305819
397	2015-02-03-08-45-10	1422954496312388	1422954520789777	48937	-137.818896	1008.643368	3.290352
398	2015-02-03-08-45-10	1422954499366392	1422954521853026	38371	-141.155346	1005.524453	3.232231
399	2015-02-03-08-45-10	1422954508540172	1422954523117511	32635	-154.420362	997.056926	3.022361
400	2015-02-03-08-45-10	1422954511529477	1422954526871198	33112	-165.458681	991.347733	3.268980
401	2015-02-03-08-45-10	1422954514035092	1422954531807790	31715	-176.677189	984.900140	3.488383
402	2015-02-03-08-45-10	1422954516307514	1422954534296131	34105	-183.585646	980.794843	3.588309
403	2015-02-03-08-45-10	1422954518461378	1422954536322600	36549	-189.478673	976.970911	3.627260
404	2015-02-03-08-45-10	1422954520609306	1422954538227374	36588	-195.105057	973.230651	3.683810
405	2015-02-03-08-45-10	1422954523157705	1422954540050221	34791	-200.964241	969.075849	3.708443
406	2015-02-03-08-45-10	1422954526991517	1422954541894669	33386	-209.054710	963.248078	3.732019
407	2015-02-03-08-45-10	1422954531827841	1422954543761394	34555	-220.888865	954.862560	3.677144
408	2015-02-03-08-45-10	1422954534296131	1422954545691952	34169	-230.098562	948.054431	3.610043
409	2015-02-03-08-45-10	1422954536322600	1422954547679534	33434	-238.698051	941.717539	3.549024
410	2015-02-03-08-45-10	1422954538227374	1422954549686505	32272	-247.043170	935.491383	3.483918
411	2015-02-03-08-45-10	1422954540070267	1422954551693236	32234	-254.810818	929.699539	3.445700
412	2015-02-03-08-45-10	1422954541934790	1422954553559864	31000	-262.537390	923.936672	3.368332
413	2015-02-03-08-45-10	1422954543821712	1422954555265387	30364	-270.032499	918.393471	3.290219
414	2015-02-03-08-45-10	1422954545752074	1422954556911036	29929	-277.656280	912.808690	3.211401
415	2015-02-03-08-45-10	1422954547739753	1422954558615446	30403	-285.771998	906.912402	3.157863
416	2015-02-03-08-45-10	1422954549746704	1422954560381301	31871	-294.280479	900.814694	3.083526
417	2015-02-03-08-45-10	1422954551753412	1422954562046398	32038	-302.704486	894.737152	2.968771
418	2015-02-03-08-45-10	1422954553599971	1422954563652085	32299	-310.882823	888.881705	2.849487
419	2015-02-03-08-45-10	1422954555305590	1422954565276757	32164	-318.840549	883.095370	2.689108
420	2015-02-03-08-45-10	1422954556951147	1422954566946144	31432	-326.384601	877.631925	2.499524
421	2015-02-03-08-45-10	1422954558675569	1422954568734941	30427	-335.247193	871.173346	2.282368
422	2015-02-03-08-45-10	1422954560421449	1422954570642570	29332	-344.309125	864.613221	2.061194
423	2015-02-03-08-45-10	1422954562086524	1422954572791660	28842	-353.884870	857.921902	1.887246
424	2015-02-03-08-45-10	1422954563692347	1422954578480404	28284	-366.340934	848.260677	1.646770
425	2015-02-03-08-45-10	1422954565316911	1422954585181340	46229	-371.533981	837.434113	1.365442
426	2015-02-03-08-45-10	1422954567006379	1422954591608484	53237	-369.741715	827.221397	1.095485
427	2015-02-03-08-45-10	1422954568795279	1422954593553171	53170	-369.481269	822.874154	0.967521
428	2015-02-03-08-45-10	1422954570682681	1422954594556420	49626	-369.081962	819.623236	0.867102
429	2015-02-03-08-45-10	1422954572851952	1422954594977824	45594	-368.164346	816.293235	0.772030
430	2015-02-03-08-45-10	1422954578540588	1422954595580210	44099	-363.337319	808.577250	0.552981
431	2015-02-03-08-45-10	1422954581474913	1422954597364612	46549	-357.541222	801.956328	0.416743
432	2015-02-03-08-45-10	1422954583410288	1422954599266559	44664	-352.506598	796.342120	0.335841
433	2015-02-03-08-45-10	1422954585703614	1422954601087432	41810	-347.099620	790.198827	0.305872
434	2015-02-03-08-45-10	1422954590463271	1422954602949191	41945	-338.276829	780.027686	0.314998
435	2015-02-03-08-45-10	1422954593172006	1422954604675677	38486	-331.853668	772.418920	0.240690
436	2015-02-03-08-45-10	1422954595339195	1422954606302716	38943	-325.796889	764.734056	0.332347
437	2015-02-03-08-45-10	1422954597384625	1422954608073880	40088	-318.981384	755.902863	0.386825
438	2015-02-03-08-45-10	1422954599286547	1422954610249301	40494	-311.354758	746.651719	0.475262
439	2015-02-03-08-45-10	1422954601107411	1422954612179727	37213	-304.251859	738.404498	0.468461
440	2015-02-03-08-45-10	1422954602969264	1422954613931440	38586	-297.708463	730.860229	0.489377
441	2015-02-03-08-45-10	1422954604715862	1422954615566871	41140	-292.682870	724.941923	0.642316
442	2015-02-03-08-45-10	1422954606342878	1422954617182387	39540	-286.745472	718.705560	0.688816
443	2015-02-03-08-45-10	1422954608114217	1422954618839756	37260	-280.321921	712.144517	0.707081
444	2015-02-03-08-45-10	1422954610269446	1422954620760596	38399	-272.451295	703.273120	0.770210
445	2015-02-03-08-45-10	1422954612199823	1422954631741580	38724	-260.126514	689.304832	1.101913
446	2015-02-03-08-45-10	1422954613971786	1422954633989410	41786	-254.606616	683.461549	1.184218
447	2015-02-03-08-45-10	1422954615607328	1422954635623318	43810	-249.992060	678.929849	1.215914
448	2015-02-03-08-45-10	1422954617222765	1422954637174321	42805	-245.702310	674.338555	1.285593
449	2015-02-03-08-45-10	1422954618880212	1422954638764980	42738	-241.490032	669.891341	1.323777
450	2015-02-03-08-45-10	1422954620841446	1422954640315613	38311	-236.436828	665.145464	1.347249
451	2015-02-03-08-45-10	1422954631822571	1422954641862591	37629	-223.963818	653.369594	1.278147
452	2015-02-03-08-45-10	1422954634029864	1422954643430277	39369	-215.602010	644.834975	1.367701
453	2015-02-03-08-45-10	1422954635663683	1422954644997336	41485	-208.567217	637.317872	1.457102
454	2015-02-03-08-45-10	1422954637234807	1422954646562000	43132	-201.591346	629.854494	1.503345
455	2015-02-03-08-45-10	1422954638805188	1422954648126300	45613	-195.077245	622.498087	1.637108
456	2015-02-03-08-45-10	1422954640375983	1422954649711797	45369	-188.752772	614.623017	1.740027
457	2015-02-03-08-45-10	1422954641922845	1422954651273489	43225	-183.050738	606.597316	1.737566
458	2015-02-03-08-45-10	1422954643470479	1422954652896594	41128	-177.632603	598.120366	1.679858
459	2015-02-03-08-45-10	1422954645037515	1422954654859245	40049	-172.025025	588.401641	1.740421
460	2015-02-03-08-45-10	1422954646602097	1422954661203874	32826	-163.852344	572.602835	1.828719
461	2015-02-03-08-45-10	1422954648166485	1422954664024240	36111	-160.667643	565.619029	1.823933
462	2015-02-03-08-45-10	1422954649711797	1422954665984226	37406	-158.345342	559.977278	1.848517
463	2015-02-03-08-45-10	1422954651253470	1422954667727272	42788	-156.465816	554.336943	1.879017
464	2015-02-03-08-45-10	1422954652876548	1422954669432242	43750	-154.824006	548.477798	1.893106
465	2015-02-03-08-45-10	1422954654859245	1422954671153315	41400	-153.335672	541.778627	1.827950
466	2015-02-03-08-45-10	1422954661263891	1422954673055670	44731	-150.345104	525.922096	1.663537
467	2015-02-03-08-45-10	1422954664024240	1422954675180742	41646	-148.004915	513.062674	1.490407
468	2015-02-03-08-45-10	1422954665924193	1422954677063356	41496	-146.448711	503.573222	1.279707
469	2015-02-03-08-45-10	1422954667626999	1422954678824170	40230	-144.763380	494.585097	1.094577
470	2015-02-03-08-45-10	1422954669332145	1422954680545137	38858	-143.039406	485.449755	0.908044
471	2015-02-03-08-45-10	1422954671113287	1422954682227903	36679	-141.122048	476.710793	0.709991
472	2015-02-03-08-45-10	1422954673095805	1422954683928832	36691	-139.379900	466.418263	0.567397
473	2015-02-03-08-45-10	1422954675180742	1422954685590219	39154	-137.902107	455.592773	0.461527
474	2015-02-03-08-45-10	1422954677083371	1422954687471179	40540	-136.680340	444.533891	0.428315
475	2015-02-03-08-45-10	1422954678864160	1422954689591588	41065	-135.479434	433.637135	0.366609
476	2015-02-03-08-45-10	1422954680585173	1422954691734297	42818	-134.342487	423.013851	0.341577
477	2015-02-03-08-45-10	1422954682267987	1422954693695259	45808	-133.598027	413.977336	0.364385
478	2015-02-03-08-45-10	1422954683968857	1422954695600041	45347	-132.741488	404.747470	0.312424
479	2015-02-03-08-45-10	1422954685670290	1422954697422486	42618	-131.789051	395.965333	0.268234
480	2015-02-03-08-45-10	1422954687551078	1422954699242720	42309	-130.865459	386.088989	0.179133
481	2015-02-03-08-45-10	1422954689671779	1422954701065733	41649	-130.000280	375.855693	0.106507
482	2015-02-03-08-45-10	1422954691794269	1422954703031476	40425	-129.164753	364.841466	0.054966
483	2015-02-03-08-45-10	1422954693755287	1422954705218950	40485	-128.386723	353.922986	-0.028627
484	2015-02-03-08-45-10	1422954695640137	1422954707125401	40343	-127.637623	344.276431	-0.093682
485	2015-02-03-08-45-10	1422954697462474	1422954708788848	41698	-127.116803	335.538881	-0.145086
486	2015-02-03-08-45-10	1422954699282723	1422954710389227	41771	-126.397421	326.250158	-0.164472
487	2015-02-03-08-45-10	1422954701105741	1422954712030694	41492	-125.717873	316.605823	-0.136181
488	2015-02-03-08-45-10	1422954703091719	1422954713854218	40117	-124.932844	305.946273	-0.132675
489	2015-02-03-08-45-10	1422954705279176	1422954715958845	38970	-123.950235	294.174260	-0.054154
490	2015-02-03-08-45-10	1422954707165549	1422954718666525	40095	-122.946647	282.076655	0.098033
491	2015-02-03-08-45-10	1422954708848909	1422954767730350	35502	-121.349036	265.970310	-0.022499
492	2015-02-03-08-45-10	1422954710449274	1422954770169209	38016	-120.658864	259.261088	-0.056158
493	2015-02-03-08-45-10	1422954712090801	1422954771881077	41568	-119.910204	253.251778	-0.033098
494	2015-02-03-08-45-10	1422954713934330	1422954773949306	43922	-118.587932	246.674729	0.029247
495	2015-02-03-08-45-10	1422954716038991	1422954776357175	40932	-117.038621	239.784246	0.058957
496	2015-02-03-08-45-10	1422954718787120	1422954779107155	37755	-115.356941	230.697957	0.128398
497	2015-02-03-08-45-10	1422954767851032	1422954781533749	54746	-112.945262	214.319209	0.400930
498	2015-02-03-08-45-10	1422954770209558	1422954783740127	52470	-112.169132	203.836188	0.454483
499	2015-02-03-08-45-10	1422954771901172	1422954786044572	43313	-111.810736	195.373571	0.365412
500	2015-02-03-08-45-10	1422954773828866	1422954787953685	38874	-112.276803	187.318135	0.223582
501	2015-02-03-08-45-10	1422954776216700	1422954789980531	38584	-113.595840	178.544084	0.087440
502	2015-02-03-08-45-10	1422954778685198	1422954792130939	34296	-115.432596	168.645309	-0.111918
503	2015-02-03-08-45-10	1422954780932219	1422954794441746	32968	-117.261805	158.207151	-0.355219
504	2015-02-03-08-45-10	1422954783078376	1422954798660384	31893	-120.253468	144.934736	-0.573863
505	2015-02-03-08-45-10	1422954785402707	1422954856019651	31454	-123.676777	131.648616	-1.062581
506	2015-02-03-08-45-10	1422954787732756	1422954858008032	32698	-125.254262	125.776004	-1.374413
507	2015-02-03-08-45-10	1422954789980531	1422954859893242	35234	-126.818212	119.680248	-1.773110
508	2015-02-03-08-45-10	1422954792130939	1422954861814905	35094	-128.097074	113.509597	-2.282026
509	2015-02-03-08-45-10	1422954794441746	1422954863755581	34391	-129.270590	107.261360	-2.787338
510	2015-02-03-08-45-10	1422954798640317	1422954866075689	34839	-131.323213	98.325364	-3.582366
511	2015-02-03-08-45-10	1422954856019651	1422954869097809	39602	-138.479873	80.565874	-5.189949
512	2015-02-03-08-45-10	1422954858008032	1422954870763102	42008	-144.153367	74.486457	-5.463891
513	2015-02-03-08-45-10	1422954859893242	1422954871906540	38808	-149.828107	69.755205	-5.586100
514	2015-02-03-08-45-10	1422954861814905	1422954872708291	30317	-155.950393	66.067756	-5.583107
515	2015-02-03-08-45-10	1422954863775590	1422954873348850	28890	-163.138714	63.632764	-5.497352
516	2015-02-03-08-45-10	1422954865755739	1422954874469809	29713	-172.901348	62.167455	-5.326098
517	2015-02-03-08-45-10	1422954867516197	1422954875892399	28589	-183.462110	60.507483	-4.938524
518	2015-02-03-08-45-10	1422954869017668	1422954877293972	28221	-193.361778	58.745210	-4.387126
519	2015-02-03-08-45-10	1422954870381826	1422954878734643	28134	-203.695626	56.430254	-3.925083
520	2015-02-03-08-45-10	1422954871726095	1422954880277797	29618	-214.080517	53.818688	-3.612068
521	2015-02-03-08-45-10	1422954873108622	1422954882302184	28738	-224.640240	50.982923	-3.565894
522	2015-02-03-08-45-10	1422954874489988	1422954893112520	27469	-243.517284	45.829071	-3.651765
523	2015-02-03-08-45-10	1422954875912435	1422954895704243	32294	-250.376301	44.035402	-3.633058
524	2015-02-03-08-45-10	1422954877333984	1422954897294260	36223	-255.767665	42.484317	-3.696630
525	2015-02-03-08-45-10	1422954878774690	1422954898764961	37118	-260.921057	40.944330	-3.802277
526	2015-02-03-08-45-10	1422954880337994	1422954900212932	35605	-266.321986	39.362337	-3.900428
527	2015-02-03-08-45-10	1422954882382324	1422954901681141	36064	-271.891277	37.817704	-3.917694
528	2015-02-03-08-45-10	1422954893253111	1422954903149948	40287	-287.848713	33.257855	-3.977883
529	2015-02-03-08-45-10	1422954895764552	1422954904621147	40041	-300.475493	29.388905	-4.051574
530	2015-02-03-08-45-10	1422954897334579	1422954906091331	39838	-310.776102	26.306781	-4.051304
531	2015-02-03-08-45-10	1422954898805250	1422954907602388	40383	-320.268540	23.466221	-3.977995
532	2015-02-03-08-45-10	1422954900253153	1422954909192376	41333	-330.048515	20.464832	-3.891734
533	2015-02-03-08-45-10	1422954901721435	1422954911105434	41135	-340.358097	17.241572	-3.762929
534	2015-02-03-08-45-10	1422954903190171	1422954915713526	37859	-355.785872	12.524214	-3.521837
535	2015-02-03-08-45-10	1422954904661499	1422954935540304	39535	-365.640128	9.806327	-3.319247
536	2015-02-03-08-45-10	1422954906131587	1422954937479404	43381	-371.774487	8.032867	-3.206413
537	2015-02-03-08-45-10	1422954907642694	1422954939881903	45520	-378.318119	6.013787	-3.131632
538	2015-02-03-08-45-10	1422954909232625	1422954944001485	45697	-386.158399	1.923854	-3.089779
539	2015-02-03-08-45-10	1422954911145717	1422954960381189	47668	-380.573282	-17.844535	-3.078081
540	2015-02-03-08-45-10	1422954916096136	1422954959173968	47142	-384.353624	-21.689514	-3.078681
541	2015-02-03-08-45-10	1422954935540304	1422954958088293	46318	-387.678649	-25.817830	-3.131451
542	2015-02-03-08-45-10	1422954937479404	1422954957062401	42767	-389.980553	-28.091506	-3.190052
543	2015-02-03-08-45-10	1422954939902124	1422954956057347	40001	-391.157632	-31.336203	-3.225579
544	2015-02-03-08-45-10	1422954942611168	1422954956077451	41343	-387.946320	-35.606882	-3.257445
545	2015-02-03-08-45-10	1422954944706183	1422954956801117	41873	-382.524292	-38.303521	-3.221281
546	2015-02-03-08-45-10	1422954946960822	1422954957323652	41677	-376.032975	-40.018258	-3.152359
547	2015-02-03-08-45-10	1422954949153122	1422954958108417	43637	-367.153295	-40.120722	-3.088701
548	2015-02-03-08-45-10	1422954951025324	1422954959475778	45082	-356.464302	-39.389132	-2.983737
549	2015-02-03-08-45-10	1422954952576931	1422954960904242	43856	-346.145131	-38.511231	-2.946226
550	2015-02-03-08-45-10	1422954953986672	1422954962312339	42698	-335.953977	-37.643931	-2.890688
551	2015-02-03-08-45-10	1422954955353880	1422954963699130	43908	-325.934505	-36.940273	-2.793581
552	2015-02-03-08-45-10	1422954956720720	1422954965066087	43214	-316.067600	-36.395686	-2.716163
553	2015-02-03-08-45-10	1422954958108417	1422954966430956	42873	-306.087816	-35.786865	-2.640199
554	2015-02-03-08-45-10	1422954959516017	1422954967794912	41950	-296.016793	-35.085583	-2.561008
555	2015-02-03-08-45-10	1422954960944489	1422954969158649	43443	-286.127500	-34.447183	-2.424059
556	2015-02-03-08-45-10	1422954962352541	1422954970503025	42761	-276.096527	-33.875867	-2.286782
557	2015-02-03-08-45-10	1422954963739346	1422954971828466	40132	-266.746658	-32.942601	-2.223247
558	2015-02-03-08-45-10	1422954965106270	1422954973215188	38575	-257.270721	-32.036263	-2.200791
559	2015-02-03-08-45-10	1422954966471126	1422954974719584	34372	-247.070308	-30.963771	-2.176821
560	2015-02-03-08-45-10	1422954967835047	1422954976386817	34492	-235.322424	-30.190658	-2.073846
561	2015-02-03-08-45-10	1422954969178723	1422954978412342	33606	-222.801146	-29.539351	-1.929794
562	2015-02-03-08-45-10	1422954970523093	1422954981297709	33828	-210.135773	-29.040953	-1.862174
563	2015-02-03-08-45-10	1422954971868638	1422955009569385	34461	-196.352830	-28.930177	-1.965758
564	2015-02-03-08-45-10	1422954973255404	1422955011933921	40073	-190.102401	-28.971013	-1.955782
565	2015-02-03-08-45-10	1422954974759698	1422955013576435	43681	-184.781007	-29.242679	-1.946633
566	2015-02-03-08-45-10	1422954976427020	1422955015061544	41800	-178.700738	-29.539268	-1.964205
567	2015-02-03-08-45-10	1422954978472446	1422955016505123	37951	-171.532761	-30.171245	-2.000301
568	2015-02-03-08-45-10	1422954981377924	1422955017949893	34584	-163.122425	-31.461607	-1.989096
569	2015-02-03-08-45-10	1422955009649423	1422955019353908	41525	-147.705698	-34.716214	-1.721753
570	2015-02-03-08-45-10	1422955011974001	1422955020716142	43535	-136.801122	-37.775851	-1.528786
571	2015-02-03-08-45-10	1422955013596502	1422955022058333	43689	-127.840666	-40.881897	-1.392838
572	2015-02-03-08-45-10	1422955015041467	1422955023379919	43489	-119.049443	-44.590766	-1.231310
573	2015-02-03-08-45-10	1422955016444950	1422955024723776	43491	-109.846264	-48.919848	-1.043783
574	2015-02-03-08-45-10	1422955017869572	1422955026107359	42486	-100.508609	-53.271970	-0.908373
575	2015-02-03-08-45-10	1422955019313841	1422955027490724	40464	-90.871652	-57.757725	-0.840956
576	2015-02-03-08-45-10	1422955020716142	1422955028856569	39053	-81.883228	-62.175638	-0.794405
577	2015-02-03-08-45-10	1422955022078351	1422955030200276	36483	-73.431139	-66.552452	-0.712407
578	2015-02-03-08-45-10	1422955023420024	1422955031541974	35277	-64.582024	-71.159810	-0.633946
579	2015-02-03-08-45-10	1422955024763920	1422955032845007	31520	-55.877967	-75.790939	-0.573061
580	2015-02-03-08-45-10	1422955026127381	1422955034148715	28846	-47.242418	-80.466791	-0.480600
581	2015-02-03-08-45-10	1422955027510808	1422955035491933	26754	-37.953268	-85.888322	-0.261931
582	2015-02-03-08-45-10	1422955028876628	1422955036815669	26730	-28.995840	-91.322708	0.052880
583	2015-02-03-08-45-10	1422955030240395	1422955038157674	27554	-20.141653	-96.767039	0.411922
